Number;Frequency
0;15229
7;150855
14;23098
21;35097
28;5360
35;27517
42;78231
49;1665
56;14063
63;428
70;2560
77;91
84;913
91;489
98;69
105;124
112;9
119;356
126;32
133;24
140;80
147;49
154;53
161;4
168;3
175;111
182;7
189;1
196;0
203;3
210;0
217;0
224;1
231;0
238;3
245;0
252;0
259;0
266;0
273;0
280;0
287;2
294;0
301;0
308;0
315;0
322;0
329;0
336;0
343;0
350;0
357;4
364;2
